DATE,PRCP,NROWS
1980,54121.0,365
1981,69037.0,365
1982,54774.0,365
1983,38184.0,365
1984,52733.0,366
1985,50337.0,365
1986,33247.0,364
1987,32543.0,365
1988,29352.0,366
1989,33672.0,365
1990,44688.0,365
1991,43080.0,365
1992,48301.0,274
1993,47131.0,307
1994,72765.0,365
1995,42228.0,274
1996,41501.0,335
1997,46306.0,334
1998,34171.0,334
1999,4248.0,59
2001,22032.0,122
2002,60947.0,365
2003,59632.0,365
2004,69753.0,366
2005,63544.0,334
2006,58390.0,365
2007,56603.0,365
2008,43232.0,366
2009,55419.0,365
2010,54294.0,365
2011,52604.0,334
2012,26534.0,183
2019,15265.0,153
2020,59743.0,366
2021,40102.0,365
2022,35323.0,334
2023,45064.0,365
2024,34036.0,244
