DATE,PRCP,NROWS
1750,1836.0,120
1971,10014.0,362
1972,7085.0,366
1973,9796.0,361
1974,9556.0,365
1975,8795.0,365
1976,7453.0,366
1977,7373.0,360
1978,9983.0,365
1979,7257.0,364
1980,7955.0,366
1981,6898.0,365
1982,5597.0,362
1983,8441.0,357
1984,7668.0,360
1985,8555.0,364
1986,9010.0,362
1987,8782.0,362
1988,7707.0,361
1989,5231.0,210
1990,8132.0,334
1991,7186.0,212
1992,9641.0,301
1993,8660.0,363
1994,8001.0,362
1995,9744.0,360
1996,7307.0,304
1998,7492.0,363
1999,6570.0,365
2000,7782.0,364
2001,9916.0,364
2002,7519.0,365
2003,8652.0,365
2004,8328.0,363
2005,7790.0,363
2006,5120.0,363
2007,4906.0,212
2012,934.0,61
2013,3394.0,212
2014,2494.0,91
2017,632.0,61
2018,5220.0,273
2020,3234.0,182
2021,5436.0,214
2022,9120.0,365
2023,7462.0,365
