DATE,PRCP,NROWS
1750,21827.0,145
1911,4706.0,214
1912,38833.0,366
1913,43908.0,181
1914,8985.0,122
1915,18299.0,357
1916,49018.0,366
1917,37165.0,365
1918,18862.0,212
1919,28565.0,365
1920,41997.0,356
1921,47714.0,351
1922,30236.0,350
1923,21277.0,345
1924,42934.0,354
1925,33654.0,355
1926,27736.0,360
1927,42968.0,365
1928,34794.0,365
1929,35520.0,365
1930,48418.0,365
1931,43855.0,365
1932,43082.0,364
1933,53712.0,365
1934,45489.0,353
1935,41884.0,362
1936,46627.0,366
1937,33873.0,365
1938,36655.0,362
1939,55021.0,356
1940,33753.0,355
1941,34106.0,347
1942,38486.0,359
1943,29205.0,365
1944,35732.0,362
1945,58480.0,360
1946,23771.0,358
1947,26128.0,361
1948,30751.0,359
1949,42340.0,358
1950,42815.0,351
1951,21561.0,358
1952,24511.0,359
1953,40923.0,365
1954,37178.0,362
1955,48124.0,364
1956,29602.0,357
1957,29443.0,347
1958,23716.0,347
1959,44293.0,332
1960,14536.0,335
1961,18836.0,346
1962,27225.0,340
1963,33006.0,336
1964,40841.0,349
1965,39774.0,337
1966,18328.0,355
1967,39132.0,347
1968,23441.0,345
1969,30579.0,345
1970,27947.0,347
1971,34736.0,352
1972,36943.0,345
1973,51384.0,342
1974,29940.0,335
1975,39628.0,312
1976,29590.0,331
1977,39600.0,309
1978,18570.0,305
1979,32050.0,315
1980,16490.0,309
1981,36810.0,310
1982,22680.0,313
1983,19905.0,301
1984,20410.0,308
1985,27060.0,313
1986,30800.0,310
1987,17020.0,300
1988,21916.0,298
1989,28794.0,301
1990,26992.0,295
1991,22569.0,314
1992,24047.0,363
1993,33647.0,362
1994,46420.0,360
1995,39971.0,359
1996,46318.0,365
1997,36556.0,356
1998,42058.0,359
1999,68047.0,358
2000,43008.0,312
2001,23538.0,331
2002,19426.0,358
2003,29209.0,350
2004,42173.0,356
2005,37512.0,363
2006,50215.0,353
2007,41149.0,351
2008,26987.0,287
2009,39759.0,315
2010,33330.0,270
2011,32240.0,306
2012,19600.0,277
2013,23352.0,315
2014,15635.0,277
2015,18420.0,290
2016,22803.0,297
2017,23930.0,315
2018,32826.0,306
2019,22634.0,323
2020,25231.0,334
2021,27229.0,296
2022,27464.0,310
2023,28690.0,301
