DATE,PRCP,NROWS,MULT
2000,2411,142,1.0
2001,2748,365,1.139776026545002
2002,1864,365,0.6783114992721979
2003,2079,365,1.115343347639485
2004,2397,366,1.152958152958153
2005,2502,365,1.0438047559449313
2006,4305,365,1.7206235011990407
2007,3186,365,0.7400696864111498
2008,3780,366,1.1864406779661016
2009,1512,365,0.4
2010,3145,365,2.080026455026455
2011,3356,365,1.0670906200317964
2012,2087,366,0.6218712753277712
2013,2071,365,0.9923334930522281
2014,3247,365,1.5678416224046354
2015,4243,365,1.3067446874037574
2016,3135,366,0.7388640113127504
2017,2311,365,0.7371610845295056
2018,3902,365,1.6884465599307659
2019,3908,365,1.0015376729882113
2020,1245,366,0.3185772773797339
2021,4924,365,3.955020080321285
2022,2680,365,0.5442729488220959
2023,2888,365,1.0776119402985074
