DATE,PRCP,TMAX,NROWS,MULT
2000,5591.0,,366,1.0
2001,9403.0,,365,1.6818100518690753
2002,7723.0,,365,0.8213336169307668
2003,7569.0,,365,0.9800595623462385
2004,10818.0,,366,1.4292508917954816
2005,12583.0,,365,1.1631540025882787
2006,5551.0,,365,0.44115075896050227
2007,9023.0,,365,1.6254728877679698
2008,9800.0,,366,1.0861132660977502
2009,8758.0,,365,0.893673469387755
2010,10989.0,,365,1.2547385247773464
2011,7066.0,,365,0.643006643006643
2012,5404.0,,270,0.764789131050099
2013,7448.0,,334,1.378238341968912
2014,6713.0,,338,0.9013157894736842
2015,9720.0,,365,1.4479368389691643
2016,10240.0,,365,1.0534979423868314
2017,9517.0,,365,0.92939453125
2018,9334.0,,365,0.980771251444783
2019,12351.0,,364,1.3232269123634026
2020,6658.0,,366,0.5390656626993766
2021,8982.0,,356,1.3490537699008711
2022,8932.0,,365,0.9944333110665776
2023,6416.0,,361,0.7183161665920287
