DATE,PRCP,TMAX,NROWS,MULT
2000,8513.0,,366,1.0
2001,7747.0,,365,0.9100199694584753
2002,18229.0,,365,2.353039886407642
2003,22735.0,,365,1.2471885457238465
2004,29039.0,,366,1.2772817242137673
2005,16711.0,,365,0.5754674747753021
2006,19935.0,,365,1.19292681467297
2007,14235.0,,365,0.7140707298720843
2008,16746.0,,366,1.1763962065331928
2009,18920.0,,365,1.1298220470560134
2010,13114.0,,365,0.6931289640591967
2011,15903.0,,339,1.2126734787250266
2012,10483.0,,357,0.6591838017984029
2013,14110.0,,310,1.3459887436802442
2014,11311.0,,272,0.8016300496102056
2015,8487.0,,225,0.7503315356732384
2016,13153.0,,263,1.549782019559326
2017,11926.0,,234,0.906713297346613
2018,17330.0,,242,1.4531276203253396
2019,12794.0,,245,0.7382573571840738
2020,8581.0,,247,0.6707050179771769
2021,10951.0,,240,1.2761915860622306
2022,6797.0,,232,0.6206739110583508
2023,11567.0,,229,1.7017801971457995
