DATE,PRCP,TMAX,NROWS,MULT
2000,9332.0,,366,1.0
2001,9373.0,,365,1.0043934847835405
2002,10412.0,,365,1.1108503147338098
2003,14549.0,,365,1.3973300038417211
2004,14133.0,,366,0.9714069695511719
2005,10400.0,,365,0.735866411943678
2006,11740.0,,365,1.1288461538461538
2007,11038.0,,365,0.9402044293015333
2008,10103.0,,366,0.9152926254756296
2009,9865.0,,365,0.9764426407997624
2010,11032.0,,365,1.1182970096300051
2011,13928.0,,359,1.2625090645395214
2012,9629.0,,359,0.6913411832280298
2013,10162.0,,360,1.0553536192751065
2014,9653.0,,356,0.9499114347569376
2015,10133.0,,365,1.0497254739459236
2016,9684.0,,366,0.9556893318859173
2017,11309.0,,365,1.1678025609252376
2018,15487.0,,365,1.3694402688124503
2019,12277.0,,365,0.792729385936592
2020,9733.0,,366,0.7927832532377617
2021,11744.0,,365,1.2066166649542793
2022,9810.0,,365,0.8353201634877384
2023,10092.0,,365,1.0287461773700306
