DATE,PRCP,TMAX,TMIN,NROWS,MULT
2000,9552.0,166.16758241758242,39.4010989010989,365,1.0
2001,7221.0,180.075,38.52222222222223,365,0.7559673366834171
2002,9976.0,182.7465181058496,49.033426183844014,365,1.3815261044176708
2003,12858.0,161.65745856353593,47.81767955801105,365,1.2888933440256616
2004,10968.0,168.60164835164835,54.285714285714285,366,0.8530097993467102
2005,9648.0,173.6994382022472,49.35674157303371,365,0.8796498905908097
2006,8601.0,184.8379120879121,54.11813186813187,364,0.8914800995024875
2007,9568.0,177.54820936639118,51.97520661157025,364,1.112428787350308
2008,12602.0,175.70765027322403,52.03005464480874,366,1.317098662207358
2009,10572.0,166.91232876712328,50.58082191780822,365,0.8389144580225361
2010,9824.0,177.84931506849315,53.48767123287672,365,0.9292470677260689
2011,15399.0,180.13736263736263,60.36538461538461,365,1.5674877850162867
2012,10119.0,184.09315068493152,65.76712328767124,365,0.6571205922462497
2013,11272.0,170.36986301369862,56.68767123287671,365,1.1139440656191324
2014,10786.0,164.5972602739726,39.12876712328767,365,0.9568843151171044
2015,11346.0,176.62465753424658,49.90958904109589,365,1.0519191544594846
2016,8522.0,183.00819672131144,54.73497267759563,366,0.751101709853693
2017,8687.0,180.21917808219175,60.81917808219178,365,1.0193616521943205
2018,15491.0,171.58011049723757,63.96408839779006,365,1.783239323126511
2019,10248.0,177.73684210526315,59.57063711911357,363,0.6615454134658835
2020,9371.0,183.64207650273224,61.513661202185794,366,0.9144223263075723
2021,10251.0,183.83516483516485,63.16483516483517,364,1.0939067335396435
2022,8790.0,181.4575342465753,55.13972602739726,365,0.8574773192859233
2023,8540.0,191.72876712328767,61.45479452054794,365,0.9715585893060296
