DATE,PRCP,NROWS,MULT
2000,2601.0,59,1.0
2001,2450.0,66,0.9419454056132257
2002,1278.0,53,0.5216326530612245
2003,3056.0,70,2.3912363067292643
2004,4292.0,94,1.4044502617801047
2005,3349.0,98,0.7802889095992545
2006,2633.0,77,0.7862048372648551
2007,2846.0,110,1.0808963159893656
2008,3265.0,90,1.1472241742796907
2009,4398.0,81,1.3470137825421133
2010,3721.0,81,0.8460663938153706
2011,5185.0,109,1.3934426229508197
2012,2769.0,76,0.5340405014464802
2013,5014.0,121,1.8107620079451066
2014,2959.0,96,0.5901475867570801
2015,5553.0,120,1.8766475160527205
2016,2042.0,94,0.36772915541148926
2017,3993.0,101,1.955435847208619
2018,3648.0,97,0.9135987978963186
2019,3675.0,134,1.0074013157894737
2020,3049.0,121,0.8296598639455782
2021,3844.0,109,1.2607412266316824
2022,3662.0,121,0.9526534859521332
2023,5550.0,151,1.515565264882578
