DATE,PRCP,TMAX,NROWS,MULT
2000,11372.0,,366,1.0
2001,19055.0,,365,1.6756067534294758
2002,20495.0,,365,1.0755707163474153
2003,14479.0,,365,0.706464991461332
2004,20931.0,,366,1.4456108847296083
2005,13251.0,,334,0.6330801203955855
2006,14485.0,,365,1.0931250471662517
2007,14367.0,,365,0.9918536416983086
2008,13801.0,,335,0.9606041623164195
2009,17812.0,,365,1.290631113687414
2010,10027.0,,365,0.5629350999326297
2011,9661.0,,92,0.9634985539044579
2012,17203.0,,137,1.780664527481627
2013,15568.0,,256,0.9049584374818346
2014,14792.0,,266,0.9501541623843782
2015,17440.0,,243,1.1790156841535966
2016,13319.0,,220,0.763704128440367
2017,19014.0,,172,1.4275846535025152
2018,15350.0,,137,0.807299884295782
2019,17617.0,,105,1.147687296416938
2020,16607.0,,165,0.9426690128852813
2021,16484.0,,125,0.992593484675137
2022,16273.0,,115,0.9871997088085416
2023,12847.0,,117,0.7894672156332575
