DATE,PRCP,TMAX,TMIN,NROWS,MULT
2000,12616.0,212.82465753424657,97.96986301369864,366,1.0
2001,11139.0,223.6904109589041,101.30958904109588,365,0.8829264426125555
2002,13492.0,224.28571428571428,108.15384615384616,365,1.2112397881317891
2003,15579.0,214.3653846153846,107.010989010989,365,1.1546842573376817
2004,11173.0,215.7731343283582,104.9251497005988,335,0.7171833878939599
2005,12688.0,219.0771349862259,107.11570247933884,365,1.1355947373131656
2006,13818.0,221.32417582417585,109.06868131868131,365,1.0890605296343001
2007,9285.0,227.72099447513813,105.19559228650138,365,0.6719496309161963
2008,11182.0,225.0137741046832,104.02197802197804,366,1.2043080236941304
2009,13404.0,214.24657534246572,101.15068493150685,365,1.1987122160615276
2010,14463.0,219.03013698630136,99.75342465753424,365,1.079006266786034
2011,13170.0,226.83471074380165,106.29752066115702,363,0.9105994606928023
2012,12302.0,225.7890410958904,111.26575342465752,365,0.9340926347760061
2013,14347.0,211.15977961432503,101.27272727272728,365,1.166233132823931
2014,14633.0,213.3342465753425,100.32328767123288,365,1.0199344810761832
2015,14014.0,222.51780821917808,115.41643835616438,365,0.9576983530376546
2016,18196.0,223.2650273224044,116.9344262295082,366,1.2984158698444412
2017,12990.0,225.4109589041096,116.12054794520547,365,0.7138931633326006
2018,16162.0,219.07397260273973,118.35068493150683,365,1.2441878367975365
2019,14446.0,226.04383561643837,120.4958904109589,365,0.8938250216557356
2020,15874.0,223.2295081967213,121.49726775956285,366,1.0988508929807559
2021,13351.0,225.24657534246572,110.43287671232876,365,0.8410608542270379
2022,11006.0,226.35890410958905,106.74246575342464,365,0.8243577260130327
2023,11566.0,229.1095890410959,111.96712328767124,365,1.0508813374522987
