DATE,PRCP,NROWS,MULT
2000,11246.0,361,1.0
2001,10080.0,360,0.8963186910901654
2002,13982.0,362,1.3871031746031746
2003,10895.0,352,0.7792161350307538
2004,12334.0,363,1.132078935291418
2005,10478.0,364,0.8495216474785147
2006,12576.0,365,1.2002290513456766
2007,10703.0,365,0.8510655216284987
2008,11634.0,365,1.0869849574885546
2009,9272.0,364,0.7969743854220388
2010,10015.0,365,1.0801337359792924
2011,14640.0,363,1.4618072890664005
2012,9083.0,363,0.6204234972677596
2013,11898.0,364,1.309919630078168
2014,10184.0,365,0.8559421751554883
2015,11768.0,364,1.1555380989787902
2016,9965.0,366,0.8467878993881713
2017,12863.0,365,1.2908178625188158
2018,14753.0,365,1.146933063826479
2019,14143.0,365,0.958652477462211
2020,10100.0,366,0.7141342006646397
2021,11141.0,365,1.1030693069306932
2022,10609.0,365,0.9522484516650211
2023,10490.0,365,0.9887831086813084
