DATE,PRCP,NROWS
1955,26774.0,365
1956,27612.0,366
1957,25208.0,365
1958,28817.0,365
1959,30476.0,365
1960,42316.0,366
1961,28030.0,365
1962,29305.0,364
1963,26470.0,365
1964,11365.0,244
1965,22009.0,305
1966,21488.0,365
1967,16717.0,334
1968,11010.0,182
1969,6894.0,90
1970,19666.0,274
1971,5150.0,89
1972,22898.0,274
1973,10606.0,212
1974,3975.0,90
1976,1517.0,31
1977,14107.0,334
1978,12194.0,275
1979,21387.0,365
1980,12930.0,366
1981,11700.0,273
1982,12580.0,337
1983,12595.0,334
1984,10749.0,301
1985,16934.0,273
1986,16342.0,301
1987,22916.0,365
1988,21548.0,365
1989,20834.0,365
1990,23206.0,365
1991,20203.0,365
1992,27122.0,366
1993,23147.0,365
1994,21868.0,365
1995,23232.0,365
1996,32823.0,366
1997,25206.0,365
1998,29164.0,365
1999,28709.0,365
2000,19221.0,366
2001,22655.0,365
2002,22638.0,365
2003,35789.0,365
2004,33041.0,366
2005,28816.0,334
2006,28704.0,365
2007,25749.0,365
2008,30487.0,366
2009,26216.0,365
2010,30276.0,365
2011,36032.0,365
2012,28330.0,366
2013,30317.0,365
2014,25208.0,365
2015,16938.0,334
2016,21370.0,289
2017,12200.0,198
2018,25089.0,337
2019,25197.0,359
2020,25399.0,365
2021,19229.0,325
2022,10703.0,261
2023,11224.0,286
2024,13811.0,225
