DATE,PRCP,NROWS
1966,11050.0,306
1967,10956.0,306
1968,1642.0,91
1969,21391.0,334
1970,25974.0,365
1971,18284.0,365
1972,16774.0,305
1973,8656.0,212
1974,26735.0,365
1975,22860.0,365
1976,24275.0,366
1977,27442.0,365
1978,22041.0,335
1979,35096.0,365
1980,19947.0,335
1981,25415.0,334
1982,27298.0,365
1983,26408.0,365
1984,27490.0,365
1985,30755.0,365
1986,23675.0,365
1987,29990.0,365
1988,26833.0,366
1989,20166.0,365
1990,21348.0,365
1991,19057.0,365
1992,23913.0,366
1993,21897.0,365
1994,16945.0,335
1995,18645.0,365
1996,28578.0,335
1997,20087.0,335
1998,29740.0,365
1999,22791.0,365
2000,20072.0,366
2001,18898.0,365
2002,18182.0,365
2003,30200.0,365
2004,26360.0,366
2005,26488.0,365
2006,23974.0,365
2007,19247.0,365
2008,25844.0,366
2009,22812.0,365
2010,24276.0,365
2011,34440.0,362
2012,22504.0,331
2013,24480.0,335
2014,20845.0,354
2015,20192.0,365
2016,27684.0,366
2017,29343.0,300
2018,17730.0,212
2019,7179.0,135
2020,12829.0,254
2021,11304.0,284
2022,19569.0,276
2023,10489.0,314
2024,13550.0,259
