DATE,PRCP,NROWS
1980,18830,366
1981,17556,365
1982,19283,365
1983,17194,365
1984,14106,366
1985,16051,365
1986,16904,365
1987,13304,365
1988,19395,366
1989,9603,212
1990,18837,306
1991,13947,365
1992,12754,366
1993,19849,364
1994,11907,365
1995,14958,365
1996,19605,366
1997,20815,365
1998,13520,365
1999,16041,261
2002,2341,92
2003,13814,326
2004,12448,366
2005,11202,365
2006,17003,365
2007,22594,365
2008,20158,366
2009,21446,365
2010,15555,304
2011,26857,365
2012,18319,273
2013,17575,242
2014,12005,274
2015,8652,271
2016,16762,334
2017,18451,334
2018,22635,339
2019,22395,334
2020,18522,335
2021,21766,278
2022,16985,315
