DATE,PRCP,NROWS
1982,4908,365
1983,7619,365
1984,5955,366
1985,5690,365
1986,5758,365
1987,5664,365
1988,5694,366
1989,5714,365
1990,5360,365
1991,5280,365
1992,5458,366
1993,4837,365
1994,6446,365
1995,5172,365
1996,5212,366
1997,4821,365
1998,6494,365
1999,5489,365
2000,5960,366
2001,5269,365
2002,4752,365
2003,6447,337
2004,6632,366
2005,5836,365
2006,5108,365
2007,5796,365
2008,7539,366
2009,3868,365
2010,5197,365
2011,6271,365
2012,7554,366
2013,6257,334
2014,5944,364
2015,6301,365
2016,6411,366
2017,7725,365
2018,5883,365
2019,6136,306
2020,7498,366
2021,6560,335
2022,5993,334
2023,7775,365
2024,3386,213
