DATE,PRCP,NROWS
1965,5383,365
1966,6104,365
1967,6924,365
1968,4946,366
1969,5310,365
1970,5654,365
1971,4055,365
1972,5424,366
1973,5648,365
1974,7582,365
1975,4807,365
1976,3999,366
1977,6939,365
1978,5124,365
1979,6508,365
1980,6684,366
1981,7810,365
1982,5585,365
1983,5963,365
1984,7111,366
1985,4922,365
1986,6790,365
1987,6228,365
1988,6344,335
1989,6964,365
1990,6755,365
1991,6694,365
1992,5819,366
1993,5204,365
1994,6107,365
1995,5187,365
1996,5600,366
1997,6365,365
1998,6243,365
1999,5932,365
2000,6746,366
2001,7276,365
2002,4906,365
2003,5191,365
2004,6065,366
2005,5943,365
2006,6449,365
2007,7181,365
2008,7236,366
2009,4913,365
2010,5397,365
2011,7706,365
2012,7687,366
2013,5087,362
2014,5261,364
2015,7632,365
2016,4624,355
2017,6033,365
2018,4444,365
2019,6866,361
2020,7245,366
2021,5820,365
2022,6144,365
2023,7005,364
2024,3820,243
