DATE,PRCP,NROWS
1980,3548,274
1981,6923,365
1982,5111,365
1983,5857,365
1984,5980,366
1985,5090,365
1986,5743,365
1987,4393,334
1988,7468,366
1989,6034,365
1990,3029,180
1997,5246,365
1998,6319,365
1999,5066,365
2000,6587,366
2001,6685,365
2002,4715,365
2003,4453,365
2004,6269,366
2005,5726,365
2006,5401,365
2007,7811,365
2008,6812,366
2009,5105,365
2010,5626,365
2011,8302,365
2012,8446,366
2013,6048,360
2014,5701,352
2015,7362,365
2016,6422,365
2017,6376,365
2018,4451,365
2019,5402,364
2020,8105,366
2021,6647,365
2022,6686,365
2023,7442,363
2024,3910,238
