DATE,PRCP,NROWS
1970,6504,365
1971,5782,365
1972,5462,366
1973,6651,365
1974,9456,365
1975,6749,365
1976,5253,366
1977,6128,365
1978,5124,365
1979,6363,365
1980,6789,366
1981,8739,365
1982,6810,365
1983,7828,365
1984,7021,366
1985,7229,365
1986,7206,365
1987,8121,365
1988,9297,366
1989,6322,365
1990,6976,365
1991,8006,365
1992,8301,366
1993,7025,365
1994,8437,365
1995,7676,365
1996,6913,366
1997,7181,365
1998,8936,365
1999,6782,365
2000,7778,366
2001,7384,365
2002,6443,365
2003,8268,365
2004,9399,366
2005,6675,365
2006,6665,365
2007,8116,365
2008,8897,366
2009,6591,365
2010,7098,365
2011,7403,365
2012,9258,366
2013,8357,364
2014,6878,365
2015,7936,365
2016,7919,366
2017,7621,365
2018,6882,365
2019,8158,365
2020,8735,366
2021,7340,365
2022,7632,365
2023,9643,365
2024,4776,244
