DATE,PRCP,NROWS
1968,4469,366
1969,4785,365
1970,4942,365
1971,5154,365
1972,4889,366
1973,4993,365
1974,6285,365
1975,4478,365
1976,3353,366
1977,5634,365
1978,3885,365
1979,6566,365
1980,5344,366
1981,7371,365
1982,5151,365
1983,5731,365
1984,5435,366
1985,4967,365
1986,5226,365
1987,4004,365
1988,5592,366
1989,5475,365
1990,5945,365
1991,4966,365
1992,6745,366
1993,6033,365
1994,4644,365
1995,5157,365
1996,5193,366
1997,5728,365
1998,6465,365
1999,5485,365
2000,6338,366
2001,6618,365
2002,3750,334
2003,2990,365
2004,5273,335
2005,5534,334
2006,6391,365
2007,7271,365
2008,6323,366
2009,4727,365
2010,5247,365
2011,6307,365
2012,7137,366
2013,5404,334
2014,5525,364
2015,7022,365
2016,6375,366
2017,6351,365
2018,4812,365
2019,5528,337
2020,8650,366
2021,5834,305
2022,4673,304
2023,7327,365
2024,3659,213
