DATE,PRCP,NROWS
1978,4293,306
1979,6527,334
1980,5403,366
1981,6407,365
1982,5586,365
1983,5976,304
1984,5933,335
1985,5146,361
1986,5547,365
1987,4133,303
1990,324,60
1997,7376,365
1998,7849,365
1999,7508,365
2000,7596,366
2001,6776,365
2002,5985,365
2003,7306,365
2004,8740,366
2005,7557,365
2006,7156,365
2007,8798,365
2008,9050,366
2009,6418,365
2010,7717,365
2011,8086,365
2012,9470,366
2013,7936,364
2014,7843,364
2015,10446,365
2016,7815,366
2017,8012,365
2018,5724,365
2019,7771,365
2020,9103,366
2021,7466,365
2022,6470,362
2023,10144,364
2024,4804,240
