DATE,PRCP,NROWS
1980,24144,365
1981,22122,363
1982,22819,362
1983,18695,365
1984,25743,366
1985,23482,363
1986,19333,364
1987,11760,365
1988,23658,365
1989,32485,364
1990,24467,353
1991,17716,362
1992,14862,364
1993,17001,363
1994,21771,357
1995,25851,360
1996,29286,361
1997,31400,365
1998,15915,365
1999,31542,365
2000,41243,366
2001,22567,363
2002,23287,364
2003,19590,360
2004,18202,366
2005,25169,363
2006,24823,360
2007,32299,364
2008,31511,365
2009,28520,365
2010,23165,365
2011,23960,255
2012,8670,99
2013,29775,365
2014,21105,365
2015,14340,365
2016,25790,366
2017,24195,365
2018,31220,365
2019,22895,364
2020,22910,366
2021,35375,365
2022,32020,365
