DATE,PRCP,NROWS
1965,4698,304
1966,5246,306
1967,6483,365
1968,5801,366
1969,4754,365
1970,5272,365
1971,6341,365
1972,6672,366
1973,5425,365
1974,7471,365
1975,4636,365
1976,4494,366
1977,6182,365
1978,4067,365
1979,6974,365
1980,5496,366
1981,7220,365
1982,5509,365
1983,6992,365
1984,5893,366
1985,5585,365
1986,5968,365
1987,5389,365
1988,5771,366
1989,6553,365
1990,4692,365
1991,6224,365
1992,6620,366
1993,6006,365
1994,4643,365
1995,5931,365
1996,4753,366
1997,5368,365
1998,6571,365
1999,4846,365
2000,5798,366
2001,4756,365
2002,4572,365
2003,5338,365
2004,6656,366
2005,6056,365
2006,5147,365
2007,6755,365
2008,7421,366
2009,5085,365
2010,6616,365
2011,6842,365
2012,8322,366
2013,6310,365
2014,5531,365
2015,7688,365
2016,6423,366
2017,6039,365
2018,4819,365
2019,5777,365
2020,7067,366
2021,6261,365
2022,5484,365
2023,6279,363
2024,4357,244
