DATE,PRCP,NROWS
1970,6973,306
1971,5190,334
1972,4152,274
1973,5626,365
1974,8303,365
1975,6039,365
1976,5370,366
1977,6590,365
1978,5491,365
1979,6514,365
1980,6841,366
1981,6277,214
1982,5982,365
1983,7204,365
1984,6655,366
1985,7093,365
1986,6658,365
1987,5567,334
1988,4667,275
1989,2227,181
1990,2310,149
1997,4697,365
1998,7328,365
1999,6269,365
2000,6714,365
2001,5796,334
2002,6108,363
2003,7130,361
2004,6525,362
2005,6639,365
2006,5919,365
2007,6580,364
2008,7786,366
2009,5507,365
2010,6088,365
2011,6450,365
2012,7725,366
2013,6498,354
2014,5700,361
2015,6324,365
2016,7741,366
2017,7143,365
2018,6597,365
2019,7550,365
2020,6926,366
2021,6944,365
2022,5890,365
2023,8487,364
2024,3505,236
