DATE,PRCP,NROWS
1965,5656,365
1966,3889,365
1967,4658,365
1968,3844,366
1969,3189,334
1970,3657,365
1971,5030,365
1972,5036,366
1973,4189,365
1974,5632,365
1975,5276,365
1976,4420,366
1977,5282,365
1978,4423,365
1979,4714,365
1980,4155,366
1981,5388,365
1982,5063,365
1983,4620,365
1984,4166,366
1985,4844,365
1986,4531,365
1987,4494,365
1988,5210,366
1989,5270,365
1990,3440,365
1991,5031,365
1992,5653,366
1993,4218,365
1994,3753,365
1995,5550,334
1996,4143,366
1997,3802,365
1998,5801,364
1999,5279,365
2000,5050,364
2001,4383,365
2002,5033,365
2003,4494,365
2004,4658,365
2005,5034,356
2006,3473,365
2007,4685,365
2008,4295,366
2009,4211,365
2010,5009,365
2011,5810,365
2012,4679,366
2013,3093,362
2014,3435,359
2015,4698,365
2016,6639,364
2017,4040,363
2018,4962,365
2019,4398,359
2020,4201,365
2021,6385,364
2022,4761,365
2023,787,90
