DATE,PRCP,NROWS
1955,21622.0,365
1956,29968.0,335
1957,25084.0,365
1958,25963.0,365
1959,26102.0,365
1960,31393.0,366
1961,30450.0,365
1962,22127.0,365
1963,32220.0,365
1964,20422.0,366
1965,24705.0,365
1966,22389.0,365
1967,20890.0,365
1968,26263.0,366
1969,25847.0,365
1970,21881.0,365
1971,23630.0,365
1972,23304.0,366
1973,19451.0,365
1974,23368.0,365
1975,30572.0,365
1976,17315.0,366
1977,21591.0,365
1978,23677.0,365
1979,27506.0,365
1980,26788.0,366
1981,25618.0,365
1982,23961.0,365
1983,23721.0,365
1984,26410.0,366
1985,27514.0,365
1986,25968.0,365
1987,22999.0,365
1988,24307.0,366
1989,29598.0,365
1990,21871.0,365
1991,17744.0,365
1992,28127.0,366
1993,23531.0,365
1994,22747.0,333
1995,5937.0,121
1997,10036.0,154
1998,34122.0,365
1999,32868.0,365
2000,23019.0,366
2001,22911.0,365
2002,24067.0,365
2003,26789.0,365
2004,27310.0,366
2005,27079.0,365
2006,22697.0,365
2007,19650.0,304
2008,23541.0,366
2009,19368.0,335
2010,14339.0,212
2011,114.0,14
2012,12689.0,194
2013,14558.0,252
2014,19574.0,252
2015,12035.0,220
2016,14802.0,245
2017,20264.0,232
2018,16592.0,258
2019,18282.0,251
2020,15176.0,255
2021,13288.0,256
2022,17556.0,250
2023,11613.0,256
2024,17038.0,157
