DATE,PRCP,NROWS
1955,13925.0,365
1956,14981.0,366
1957,11541.0,365
1958,14469.0,365
1959,18013.0,365
1960,19005.0,366
1961,19049.0,365
1962,13457.0,365
1963,16949.0,365
1964,10186.0,366
1965,13958.0,365
1966,14087.0,365
1967,9218.0,365
1968,12905.0,366
1969,16165.0,365
1970,17772.0,365
1971,15232.0,365
1972,12120.0,336
1973,10181.0,365
1974,14588.0,365
1975,12774.0,365
1976,10768.0,366
1977,12393.0,334
1978,14959.0,365
1979,14322.0,334
1980,11936.0,366
1981,15780.0,365
1982,13967.0,365
1983,12592.0,365
1984,14083.0,366
1985,13084.0,365
1986,18426.0,365
1987,17579.0,365
1988,13908.0,366
1989,13521.0,365
1990,13293.0,365
1991,10479.0,365
1992,9556.0,243
1993,12319.0,365
1994,14104.0,365
1995,13547.0,365
1996,16952.0,366
1997,13363.0,365
1998,16948.0,365
1999,15727.0,365
2000,11774.0,335
2001,16187.0,365
2002,11291.0,365
2003,15770.0,365
2004,15420.0,366
2005,12109.0,303
2006,10153.0,304
2007,17245.0,335
2008,10697.0,304
2009,14819.0,365
2010,16341.0,365
2011,15494.0,365
2012,11859.0,357
2013,10741.0,302
2014,7614.0,292
2015,9138.0,276
2016,13322.0,273
2017,8113.0,203
2018,10934.0,328
2019,12074.0,341
2020,13745.0,325
2021,10553.0,349
2022,12065.0,364
2023,9585.0,364
2024,9628.0,226
