DATE,PRCP,NROWS
1970,14638.0,245
1971,12014.0,365
1972,12146.0,366
1973,12294.0,365
1974,18951.0,365
1975,16264.0,365
1976,11122.0,366
1977,13031.0,365
1978,14953.0,365
1979,20285.0,365
1980,11111.0,366
1981,17021.0,365
1982,12893.0,365
1983,12819.0,364
1984,15226.0,366
1985,16487.0,365
1986,12811.0,365
1987,19118.0,365
1988,14331.0,366
1989,11930.0,365
1990,16672.0,365
1991,7020.0,365
1992,15220.0,305
1993,17360.0,365
1994,9276.0,365
1995,13951.0,365
1996,11938.0,305
1997,9782.0,334
1998,16291.0,365
1999,20174.0,365
2000,15877.0,366
2001,12011.0,365
2002,12984.0,365
2003,21680.0,365
2004,16627.0,366
2005,21119.0,337
2006,18181.0,365
2007,14008.0,365
2008,15489.0,366
2009,17357.0,365
2010,19276.0,365
2011,20030.0,296
2012,16554.0,315
2013,16839.0,316
2014,11540.0,318
2015,8593.0,318
2016,13438.0,312
2017,6294.0,197
2018,8286.0,287
2019,9748.0,358
2020,13609.0,253
2021,11170.0,338
2022,12563.0,299
2023,12046.0,295
2024,9600.0,223
