DATE,PRCP,NROWS
1942,1774.0,61
1943,12389.0,365
1944,10430.0,366
1945,12721.0,365
1946,12876.0,365
1947,20552.0,365
1948,9488.0,335
1949,11419.0,334
1950,15511.0,365
1951,13297.0,365
1952,11634.0,335
1953,11363.0,365
1954,11875.0,365
1955,13887.0,365
1956,12177.0,366
1957,14631.0,365
1958,18908.0,365
1959,10862.0,365
1960,14370.0,366
1961,10316.0,365
1962,14011.0,365
1963,10509.0,365
1964,11927.0,366
1965,13528.0,365
1966,10737.0,365
1967,13663.0,365
1968,9344.0,366
1969,10513.0,365
1970,12285.0,365
1971,12793.0,365
1972,12465.0,366
1973,13061.0,365
1974,11605.0,365
1975,10201.0,365
1976,15705.0,366
1977,12548.0,365
1978,10262.0,365
1979,9966.0,365
1980,13053.0,352
1981,12369.0,362
1982,16737.0,364
1983,21155.0,358
1984,10362.0,366
1985,10992.0,363
1986,15571.0,364
1987,12081.0,359
1988,13968.0,351
1989,17594.0,337
1990,10720.0,365
1991,12197.0,365
1992,11271.0,366
1993,13682.0,365
1994,5833.0,363
1995,15311.0,365
1996,7465.0,360
1997,8660.0,365
1998,0.0,301
1999,0.0,307
2000,0.0,325
2001,0.0,57
2002,0.0,130
2003,0.0,75
2004,0.0,40
2005,0.0,292
2006,0.0,359
2007,0.0,362
2008,0.0,361
2009,0.0,365
2010,0.0,365
2011,0.0,365
2012,0.0,366
2013,0.0,365
2014,0.0,364
2015,0.0,365
2016,0.0,366
2017,0.0,365
2018,0.0,365
2019,0.0,365
2020,0.0,366
2021,0.0,362
2022,0.0,365
2023,0.0,365
2024,0.0,290
