DATE,PRCP,NROWS
1972,8707.0,366
1973,5567.0,365
1974,12054.0,365
1975,10213.0,365
1976,7951.0,366
1977,11139.0,365
1978,11155.0,365
1979,17446.0,365
1980,6638.0,366
1981,12381.0,365
1982,6926.0,365
1983,9451.0,365
1984,10120.0,366
1985,7071.0,365
1986,9174.0,337
1987,13984.0,365
1988,9161.0,366
1989,6202.0,273
1990,9487.0,275
1991,5366.0,365
1992,7993.0,336
1993,8299.0,365
1994,4925.0,365
1995,8918.0,365
1996,2587.0,182
1997,3954.0,153
1998,11624.0,365
1999,9745.0,365
2000,7790.0,366
2001,9236.0,365
2002,4825.0,365
2003,11796.0,365
2004,11210.0,366
2005,11694.0,365
2006,10570.0,335
2007,8865.0,365
2008,11498.0,366
2009,8079.0,365
2010,1766.0,121
2011,12665.0,365
2012,7911.0,366
2013,11158.0,335
2014,8550.0,351
2015,5481.0,362
2016,9335.0,355
2017,14416.0,365
2018,8316.0,365
2019,7141.0,365
2020,9073.0,366
2021,6338.0,365
2022,9645.0,365
2023,7148.0,365
2024,12324.0,297
