Year,News,VAAC,Total
2008,53,0,53
2009,30,0,30
2010,33,0,33
2011,22,0,22
2012,117,33,150
2013,82,148,230
2014,58,26,84
2015,33,0,33
2016,12,8,20
2017,0,1,1
2020,0,8,8
2023,1,3,4
2024,2,0,2
