Year,News,VAAC,Total
2010,1,0,1
2013,3,0,3
2015,3,0,3
2016,3,0,3
2018,2,0,2
2019,8,0,8
2020,22,0,22
2021,4,0,4
2022,42,8,50
2023,3,0,3
