Year,News,VAAC,Total
2008,2,0,2
2009,4,0,4
2014,64,0,64
2015,57,0,57
2016,2,0,2
2017,2,0,2
2018,2,0,2
2019,40,6,46
2020,27,25,52
2021,3,0,3
2023,62,104,166
2024,8,1,9
