Year,News,VAAC,Total
2008,2,0,2
2009,1,0,1
2010,1,0,1
2012,1,0,1
2015,8,0,8
2016,8,0,8
2017,7,0,7
2018,1,0,1
2019,2,0,2
2020,9,0,9
2021,2,0,2
2022,4,0,4
2023,5,0,5
2024,27,39,66
