Year,News,VAAC,Total
2008,1,0,1
2010,7,0,7
2011,3,0,3
2012,10,0,10
2013,3,0,3
2014,2,0,2
2015,28,0,28
2016,4,1,5
2017,3,3,6
2018,4,0,4
2019,16,3,19
2020,29,27,56
2021,6,2,8
2022,30,7,37
2023,66,33,99
2024,15,10,25
