Year,News,VAAC,Total
2008,1,0,1
2011,4,0,4
2012,9,0,9
2013,8,0,8
2014,1,0,1
2015,5,0,5
2016,10,0,10
2018,1,0,1
2019,3,0,3
2020,15,0,15
2021,7,0,7
2022,33,0,33
2023,8,0,8
2024,7,0,7
