Year,News,VAAC,Total
2008,1,0,1
2010,4,0,4
2011,25,0,25
2012,2,0,2
2013,1,0,1
2014,2,0,2
2015,2,0,2
2016,1,0,1
2017,5,0,5
2018,18,108,126
2019,4,0,4
2020,6,0,6
2021,2,0,2
2022,4,0,4
2023,5,0,5
