Year,News,VAAC,Total
2008,12,0,12
2009,4,0,4
2010,9,0,9
2011,5,0,5
2012,26,27,53
2013,47,77,124
2014,2,18,20
2015,31,73,104
2016,5,0,5
2017,18,93,111
2018,10,93,103
2019,20,129,149
2020,9,26,35
2021,10,51,61
2022,21,106,127
2023,0,10,10
2024,12,46,58
