Year,News,VAAC,Total
2008,4,0,4
2009,2,0,2
2010,2,0,2
2011,3,0,3
2012,15,0,15
2013,9,0,9
2014,2,0,2
2016,12,0,12
2017,1,0,1
2018,1,0,1
2019,3,0,3
2021,31,38,69
2022,8,0,8
2023,5,0,5
2024,6,0,6
