Year,News,VAAC,Total
2008,1,0,1
2009,1,0,1
2014,16,0,16
2015,14,0,14
2016,2,0,2
2018,10,0,10
2019,7,14,21
2020,21,85,106
2021,3,0,3
2022,3,0,3
2023,7,0,7
2024,2,0,2
