Year,News,VAAC,Total
2009,1,0,1
2012,3,0,3
2013,5,0,5
2014,14,151,165
2015,7,8,15
2017,6,28,34
2018,4,6,10
2019,26,340,366
2020,4,6,10
2022,1,4,5
