Year,News,VAAC,Total
2008,17,0,17
2009,27,0,27
2010,53,0,53
2011,6,0,6
2012,13,0,13
2013,59,27,86
2014,4,0,4
2015,38,0,38
2016,56,355,411
2017,42,416,458
2018,13,111,124
2019,35,86,121
2020,69,459,528
2021,27,103,130
2022,10,24,34
2023,48,242,290
2024,5,18,23
