DATE,PRCP,TMAX,TMIN,NROWS,MULT
2000,14328.0,89.25409836065573,-15.385245901639344,366,1.0
2001,6253.0,86.31746031746032,-35.198412698412696,160,0.4364182021217197
2002,13098.0,112.48,-8.996,321,2.094674556213018
2003,9881.0,97.71052631578948,-27.87280701754386,301,0.7543899832035426
2004,7077.0,108.14112903225806,-13.576612903225806,331,0.7162230543467261
2005,7654.0,117.81927710843374,-5.602409638554217,332,1.0815317224812773
2006,6846.0,120.4475806451613,8.508064516129032,332,0.8944342827279854
2007,6464.0,114.27935222672065,-11.425101214574898,337,0.9442009932807479
2008,6729.0,129.31034482758622,8.92039800995025,282,1.0409962871287128
2009,6090.0,106.77459016393442,-11.020491803278688,331,0.9050378956754347
2010,7748.0,121.17408906882592,8.793522267206479,337,1.272249589490969
2011,9976.0,117.95121951219512,4.951219512195122,247,1.2875580795043882
2012,7305.0,126.38367346938776,8.987704918032787,249,0.7322574178027266
2013,7804.0,109.592,-8.844,250,1.068309377138946
2014,8252.0,99.63636363636364,-30.17796610169492,250,1.0574064582265505
2015,8376.0,113.31666666666666,-13.245901639344265,249,1.0150266602035871
2016,7294.0,120.5267489711934,1.6317991631799162,250,0.870821394460363
2017,8527.0,117.7344398340249,1.3829787234042554,246,1.1690430490814367
2018,8844.0,114.76543209876544,-0.2310924369747899,249,1.037176029084086
2019,10077.0,106.0206611570248,-13.162393162393162,277,1.139416553595658
2020,5425.0,119.9,6.830508474576271,247,0.5383546690483278
2021,6994.0,117.50210970464136,6.181818181818182,244,1.2892165898617511
2022,9323.0,119.83482142857144,-0.2914798206278027,242,1.3329997140406062
2023,8322.0,112.44255319148937,8.017021276595745,291,0.8926311273195323
