DATE,PRCP,TMAX,NROWS,MULT
2000,12782.0,,366,1.0
2001,8372.0,,365,0.6549835706462213
2002,10635.0,,354,1.2703057811753464
2003,11639.0,,364,1.094405265632346
2004,11225.0,,366,0.9644299338431137
2005,11761.0,,323,1.047750556792873
2006,9891.0,,264,0.8409999149732166
2007,3008.0,,116,0.30411485188555254
2008,9461.0,,335,3.145279255319149
2009,10763.0,,363,1.1376175879928125
2010,9777.0,,365,0.9083898541298895
2011,16196.0,,345,1.6565408612048687
2012,9498.0,,337,0.5864410965670536
2013,11798.0,,350,1.2421562434196673
2014,10253.0,,365,0.8690456009493135
2015,11112.0,,362,1.0837803569686921
2016,9018.0,,366,0.8115550755939525
2017,12461.0,,364,1.3817919716123308
2018,14689.0,,364,1.1787978492897841
2019,12596.0,,364,0.857512424263054
2020,13442.0,,366,1.0671641791044777
2021,14042.0,,365,1.0446362148489807
2022,11367.0,,365,0.8095000712149266
2023,11573.0,,365,1.0181226356998327
