DATE,PRCP,NROWS
1979,4026.0,61
1980,9046.0,335
1981,15149.0,365
1982,9287.0,364
1983,11123.0,365
1984,12871.0,365
1985,10362.0,365
1986,9578.0,365
1987,14933.0,365
1988,11732.0,366
1989,8514.0,365
1990,8267.0,335
1991,5430.0,334
1992,6697.0,336
1993,7683.0,365
1994,4341.0,334
1995,8873.0,334
1996,10796.0,305
1997,6042.0,365
1998,10091.0,365
1999,9848.0,365
2000,6048.0,335
2001,10504.0,365
2002,4295.0,243
2003,7334.0,335
2004,9634.0,366
2005,11375.0,304
2006,12326.0,365
2007,8234.0,334
2008,7687.0,276
2009,9522.0,365
2010,17588.0,334
2011,17002.0,362
2012,9236.0,336
2013,13334.0,330
2014,10695.0,336
2015,6512.0,359
2016,13334.0,365
2017,17542.0,334
2018,6139.0,141
2019,6998.0,273
2020,8159.0,267
2021,988.0,88
2022,0.0,12
2023,673.0,58
2024,3691.0,113
