DATE,PRCP,NROWS
1972,7154.0,124
1973,17256.0,365
1974,12807.0,365
1975,16519.0,365
1976,11070.0,366
1977,11260.0,365
1978,13277.0,365
1979,14406.0,365
1980,12846.0,366
1981,12855.0,365
1982,15597.0,365
1983,18548.0,365
1984,11607.0,366
1985,11941.0,365
1986,14920.0,365
1987,10887.0,365
1988,13721.0,366
1989,19702.0,365
1990,21970.0,365
1991,13155.0,365
1992,18244.0,366
1993,13880.0,365
1994,16593.0,365
1995,15076.0,365
1996,8432.0,366
1997,15540.0,365
1998,15165.0,365
1999,17111.0,365
2000,15999.0,366
2001,12860.0,365
2002,11143.0,365
2003,10891.0,336
2004,15717.0,366
2005,18349.0,365
2006,14989.0,365
2007,17690.0,365
2008,15219.0,366
2009,13770.0,365
2010,10792.0,365
2011,20405.0,365
2012,15346.0,366
2013,15734.0,365
2014,15818.0,365
2015,19003.0,365
2016,13650.0,366
2017,16171.0,365
2018,14825.0,365
2019,13122.0,365
2020,19680.0,366
2021,11418.0,365
2022,14143.0,365
2023,15029.0,365
2024,10209.0,244
