DATE,PRCP,NROWS
1950,28.0,1
1951,7066.0,365
1952,8623.0,366
1953,4510.0,365
1954,8117.0,365
1955,6042.0,365
1956,6321.0,366
1957,7055.0,365
1958,6822.0,365
1959,5753.0,365
1960,9396.0,366
1961,9496.0,365
1962,7245.0,365
1963,7616.0,365
1964,6906.0,366
1965,8830.0,365
1966,9477.0,365
1967,7466.0,365
1968,7504.0,366
1969,7076.0,365
1970,6898.0,365
1971,5991.0,365
1972,5885.0,366
1973,7028.0,365
1974,8540.0,365
1975,7377.0,365
1976,5149.0,366
1977,7815.0,365
1978,6327.0,365
1979,9408.0,365
1980,7492.0,366
1981,8995.0,365
1982,6730.0,365
1983,7631.0,365
1984,7569.0,366
1985,8263.0,365
1986,7422.0,365
1987,8116.0,365
1988,8919.0,366
1989,6444.0,365
1990,6663.0,365
1991,6182.0,365
1992,8052.0,366
1993,8468.0,365
1994,7585.0,365
1995,6417.0,365
1996,5094.0,366
1997,6493.0,365
1998,10685.0,365
1999,9335.0,365
2000,9487.0,366
2001,10038.0,365
2002,8597.0,365
2003,6748.0,365
2004,8590.0,366
2005,7397.0,365
2006,7390.0,365
2007,9107.0,365
2008,8670.0,366
2009,6931.0,365
2010,8634.0,365
2011,8225.0,365
2012,9701.0,366
2013,9235.0,365
2014,8141.0,365
2015,8767.0,365
2016,8439.0,366
2017,9720.0,365
2018,7083.0,365
2019,8059.0,365
2020,8776.0,366
2021,7691.0,344
2022,8417.0,365
2023,10673.0,365
2024,5119.0,225
