DATE,PRCP,NROWS
1899,0.0,1
1900,33846.0,365
1901,27922.0,365
1902,29728.0,365
1903,34272.0,365
1904,29460.0,366
1905,37729.0,365
1906,34363.0,365
1907,30987.0,365
1908,33108.0,366
1909,31148.0,365
1910,25738.0,365
1911,32179.0,365
1912,26597.0,366
1913,30610.0,365
1914,33424.0,365
1915,19599.0,365
1916,29841.0,366
1917,33642.0,365
1918,34064.0,365
1919,26420.0,365
1920,36410.0,366
1921,50141.0,365
1922,33281.0,365
1923,36664.0,365
1924,34522.0,366
1925,35441.0,365
1926,29587.0,365
1927,26271.0,365
1928,34236.0,366
1929,34668.0,365
1930,28207.0,365
1931,26476.0,365
1932,33793.0,366
1933,23728.0,365
1934,36356.0,365
1935,30872.0,365
1936,28199.0,366
1937,22352.0,365
1938,41595.0,365
1939,29095.0,365
1940,25343.0,366
1941,21751.0,365
1942,31112.0,365
1943,44377.0,365
1944,30793.0,366
1945,29508.0,365
1946,31867.0,365
1947,23592.0,365
1948,35555.0,366
1949,48390.0,365
1950,36774.0,365
1951,26790.0,365
1952,28975.0,366
1953,38147.0,365
1954,28389.0,365
1955,28522.0,365
1956,29868.0,366
1957,35805.0,365
1958,26927.0,365
1959,24747.0,365
1960,18488.0,366
1961,31432.0,365
1962,28599.0,365
1963,23989.0,365
1964,37783.0,366
1965,23430.0,365
1966,30991.0,365
1967,44613.0,365
1968,24023.0,366
1969,31511.0,365
1970,28539.0,365
1971,41808.0,365
1972,28614.0,366
1973,45555.0,365
1974,33334.0,365
1975,42289.0,365
1976,27213.0,366
1977,25468.0,365
1978,29447.0,365
1979,30295.0,365
1980,28402.0,366
1981,29273.0,365
1982,33775.0,365
1983,43160.0,365
1984,22919.0,366
1985,27804.0,365
1986,36667.0,365
1987,23501.0,365
1988,28837.0,366
1989,40447.0,365
1990,45927.0,365
1991,33996.0,365
1992,39422.0,366
1993,27331.0,365
1994,34858.0,365
1995,32070.0,365
1996,20897.0,366
1997,28565.0,365
1998,28555.0,365
1999,33951.0,365
2000,26623.0,366
2001,25993.0,365
2002,23238.0,365
2003,30352.0,365
2004,32382.0,366
2005,40207.0,365
2006,30841.0,365
2007,36150.0,365
2008,28802.0,366
2009,27089.0,365
2010,21132.0,365
2011,38164.0,365
2012,32742.0,366
2013,33350.0,365
2014,34098.0,365
2015,47389.0,365
2016,32702.0,366
2017,37082.0,365
2018,31357.0,365
2019,26652.0,365
2020,43577.0,366
2021,27162.0,365
2022,36815.0,365
2023,31698.0,365
2024,23391.0,244
