DATE,PRCP,NROWS
1966,5521,275
1967,6753,365
1968,6249,366
1969,5821,365
1970,6994,365
1971,5039,365
1972,6900,366
1973,6119,365
1974,8244,365
1975,5534,365
1976,5158,366
1977,8669,365
1978,6448,365
1979,7507,365
1980,6873,366
1981,8533,365
1982,6240,365
1983,7315,365
1984,8278,366
1985,7055,365
1986,7702,365
1987,5835,365
1988,8419,366
1989,7181,365
1990,7719,365
1991,7077,365
1992,7833,366
1993,6618,365
1994,6589,365
1995,7868,365
1996,6386,366
1997,6923,365
1998,7941,365
1999,6970,365
2000,8116,366
2001,6970,365
2002,5446,365
2003,6047,365
2004,7592,366
2005,6339,365
2006,6014,365
2007,6328,365
2008,7721,366
2009,5935,365
2010,6760,365
2011,6398,365
2012,7807,366
2013,6486,365
2014,6733,365
2015,7330,365
2016,6473,366
2017,8647,365
2018,5635,365
2019,6904,364
2020,8017,366
2021,7653,365
2022,6452,365
2023,7614,365
2024,4629,244
