DATE,PRCP,NROWS
1961,6611,365
1962,7772,365
1963,5680,365
1964,4503,366
1965,6400,365
1966,6040,365
1967,6122,365
1968,6818,366
1969,5708,365
1970,7065,365
1971,5570,365
1972,5436,366
1973,5975,365
1974,8687,365
1975,5509,365
1976,4823,366
1977,6598,365
1978,5112,365
1979,6454,365
1980,6984,366
1981,7860,365
1982,5695,365
1983,6984,365
1984,5456,366
1985,6051,365
1986,5391,365
1987,7167,365
1988,7222,366
1989,5285,365
1990,5964,365
1991,6722,365
1992,6462,366
1993,6466,365
1994,6861,365
1995,6623,365
1996,6228,335
1997,4737,365
1998,7251,365
1999,6153,365
2000,7031,366
2001,5940,365
2002,5678,365
2003,6465,365
2004,6524,366
2005,6927,365
2006,5844,365
2007,7319,365
2008,8083,366
2009,5562,365
2010,6507,365
2011,7108,365
2012,8038,366
2013,7292,364
2014,6800,364
2015,6944,365
2016,7662,366
2017,7023,365
2018,6453,365
2019,6878,363
2020,7385,366
2021,6865,365
2022,5830,365
2023,8486,365
2024,3940,244
