DATE,PRCP,NROWS
1970,5774,365
1971,7040,365
1972,6829,366
1973,6447,365
1974,8292,365
1975,7228,365
1976,4973,366
1977,6475,365
1978,4564,365
1979,6817,365
1980,4185,366
1981,7527,365
1982,6146,365
1983,7121,365
1984,6543,366
1985,5883,365
1986,5628,334
1987,4741,334
1988,5751,366
1989,7144,365
1990,2142,180
1997,6673,365
1998,8800,365
1999,6427,365
2000,7490,366
2001,5499,365
2002,5426,365
2003,5687,365
2004,7292,351
2005,7650,365
2006,5789,365
2007,7168,365
2008,7281,366
2009,5428,365
2010,5068,243
2011,7676,365
2012,7689,366
2013,6778,365
2014,6397,365
2015,9185,365
2016,8385,366
2017,7441,365
2018,5184,365
2019,6492,365
2020,9584,366
2021,7498,365
2022,6495,365
2023,6795,360
2024,4338,241
