DATE,PRCP,NROWS
1993,6720.0,61
1994,23474.0,365
1995,24807.0,365
1996,41161.0,366
1997,29789.0,365
1998,22909.0,365
1999,34222.0,365
2000,35212.0,366
2001,27866.0,365
2002,34448.0,365
2003,29736.0,335
2004,29748.0,366
2005,24315.0,304
2006,30212.0,365
2007,35668.0,365
2008,22255.0,336
2009,29864.0,365
2010,26717.0,337
2011,46950.0,365
2012,6438.0,121
2013,15044.0,153
2014,38077.0,365
2015,26314.0,333
2016,23102.0,336
2017,37558.0,334
2018,32562.0,334
2019,27731.0,337
2020,31832.0,366
2021,35437.0,365
2022,40066.0,365
2023,37630.0,365
2024,26971.0,292
