DATE,PRCP,NROWS
1965,5487,365
1966,6424,365
1967,5741,365
1968,5448,366
1969,4193,365
1970,5649,365
1971,4991,365
1972,4935,366
1973,4996,365
1974,7762,365
1975,4683,365
1976,3888,366
1977,4898,365
1978,3455,365
1979,4241,365
1980,5019,366
1981,6546,365
1982,5083,365
1983,5924,365
1984,5467,366
1985,6037,365
1986,5127,365
1987,6582,365
1988,7036,366
1989,4977,365
1990,4924,365
1991,6331,365
1992,5452,366
1993,5024,365
1994,6579,365
1995,4966,365
1996,5136,366
1997,4535,334
1998,6808,365
1999,5167,365
2000,6649,366
2001,5880,365
2002,5425,365
2003,7235,365
2004,6750,366
2005,5725,365
2006,5691,365
2007,6430,365
2008,7047,366
2009,6105,365
2010,5518,365
2011,6358,365
2012,7964,366
2013,6717,364
2014,4866,355
2015,6207,355
2016,6154,353
2017,5786,359
2018,5945,358
2019,7101,365
2020,7781,366
2021,7414,365
2022,6800,355
2023,8180,365
2024,3705,244
