DATE,PRCP,NROWS
1969,3171,365
1970,4266,365
1971,4261,365
1972,4407,366
1973,4890,365
1974,5069,365
1975,3787,365
1976,3574,366
1977,4546,365
1978,3240,365
1979,4875,365
1980,3664,366
1981,6198,365
1982,4426,365
1983,6065,365
1984,4523,366
1985,4081,365
1986,4205,365
1987,5252,365
1988,4305,366
1989,5543,365
1990,3476,365
1991,4707,365
1992,6417,366
1993,3650,365
1994,3384,365
1995,4960,365
1996,4949,366
1997,4500,365
1998,6945,365
1999,4824,365
2000,6741,366
2001,4822,365
2002,4439,361
2003,3848,364
2004,5066,355
2005,5330,333
2006,4470,365
2007,5923,363
2008,6371,366
2009,4851,365
2010,4593,365
2011,6251,365
2012,6485,366
2013,5393,362
2014,5013,363
2015,6058,365
2016,5900,345
2017,3534,273
2018,3169,267
2019,4571,332
2020,6799,304
2021,5721,356
2022,5902,365
2023,6982,365
2024,2896,236
