DATE,PRCP,NROWS
1965,6428,365
1966,5501,365
1967,5553,365
1968,6428,366
1969,5946,365
1970,6368,365
1971,4964,365
1972,5296,366
1973,5806,365
1974,8572,365
1975,6085,365
1976,4864,366
1977,6105,365
1978,4538,365
1979,7292,365
1980,7193,366
1987,6671,365
1988,6381,366
1989,4825,365
1990,5447,365
1991,5919,365
1992,5960,366
1993,5504,365
1994,6498,365
1995,5926,365
1996,5804,335
1997,5068,365
1998,7527,365
1999,6270,365
2000,6586,366
2001,6345,365
2002,5800,365
2003,7376,365
2004,6977,366
2005,7547,365
2006,5151,365
2007,6684,365
2008,7163,366
2009,5344,365
2010,5299,365
2011,7422,365
2012,8480,366
2013,6849,365
2014,6671,360
2015,6031,365
2016,7403,366
2017,6921,365
2018,5028,365
2019,6982,365
2020,6407,366
2021,7028,365
2022,6179,365
2023,7517,363
2024,3688,243
