DATE,PRCP,NROWS
1980,18184,338
1981,18872,336
1982,23405,335
1983,13630,338
1984,20269,349
1985,20286,365
1986,21085,365
1987,9109,365
1988,22361,366
1989,30138,365
1990,20846,365
1991,21971,365
1992,14388,366
1993,19888,365
1994,17803,365
1995,18137,365
1996,27037,366
1997,26475,365
1998,12662,365
1999,33544,365
2000,34637,363
2001,21208,361
2002,17408,361
2003,20334,358
2004,19547,366
2005,17493,365
2006,24083,364
2007,28053,365
2008,30519,366
2009,35631,365
2010,16859,365
2011,31503,365
2012,32653,336
2013,23532,333
2014,13180,365
2015,11580,364
2016,18829,365
2017,21338,362
2018,23027,355
2019,21163,365
2020,18806,364
2021,27472,363
2022,36861,362
