DATE,PRCP,NROWS
1978,7,1
1979,4938,365
1980,3472,366
1981,4841,365
1982,5115,365
1983,5467,365
1984,3737,366
1985,5169,365
1986,2798,365
1987,3430,365
1988,3168,366
1989,5606,365
1990,4089,365
1991,5314,365
1992,5284,366
1993,6122,365
1994,3526,365
1995,5348,365
1996,4133,366
1997,7021,365
1998,4858,365
1999,5139,365
2000,6137,366
2001,5684,365
2002,4459,365
2003,6002,365
2004,5651,366
2005,4758,365
2006,4878,365
2007,4869,365
2008,5221,366
2009,3703,365
2010,4884,365
2011,5048,365
2012,5061,366
2013,6067,365
2014,5148,365
2015,5682,365
2016,5519,366
2017,5590,365
2018,4050,365
2019,5197,365
2020,6484,366
2021,4366,365
2022,5620,365
2023,4315,365
2024,3419,244
