DATE,PRCP,NROWS
1945,6656,365
1946,5882,363
1947,4090,365
1948,5624,366
1949,6965,365
1950,6404,365
1951,7194,365
1952,6207,366
1953,6896,365
1954,8286,365
1955,4902,365
1956,5064,366
1957,6686,365
1958,7059,365
1959,5427,365
1960,8380,366
1961,6911,365
1962,6058,365
1963,5689,365
1964,5303,366
1965,6108,365
1966,6413,365
1967,7157,365
1968,6171,366
1969,5102,365
1970,6464,365
1971,5478,365
1972,6455,366
1973,5931,365
1974,6615,365
1975,5091,365
1976,4922,366
1977,8017,365
1978,4758,365
1979,7251,365
1980,7140,366
1981,6519,365
1982,6210,365
1983,7034,365
1984,7384,366
1985,6934,365
1986,6797,365
1987,6323,365
1988,7114,366
1989,5093,365
1990,6265,365
1991,5603,365
1992,6089,366
1993,6884,365
1994,6594,365
1995,5768,365
1996,5983,366
1997,6086,365
1998,6819,365
1999,7170,365
2000,9489,366
2001,5642,365
2002,6324,365
2003,5175,275
2004,6654,366
2005,5231,365
2006,7142,365
2007,5214,365
2008,6927,366
2009,6568,365
2010,5446,365
2011,6510,365
2012,7980,366
2013,5020,365
2014,7379,365
2015,7210,365
2016,5478,366
2017,6225,365
2018,5425,365
2019,7572,365
2020,6177,366
2021,6930,365
2022,5555,365
2023,8971,365
2024,4264,244
