DATE,PRCP,NROWS
1945,7028,365
1946,6186,365
1947,5526,365
1948,6024,366
1949,6321,365
1950,6003,365
1951,4285,365
1952,7810,366
1953,5436,365
1954,6758,365
1955,5089,365
1956,6439,366
1957,7246,365
1958,7284,365
1959,5244,365
1960,8619,366
1961,6937,365
1962,6358,365
1963,5040,365
1964,4093,366
1965,7467,365
1966,6492,365
1967,7447,365
1968,6964,366
1969,6099,365
1970,5965,365
1971,4913,365
1972,5546,366
1973,5860,365
1974,7754,365
1975,5204,365
1976,5824,366
1977,7581,365
1978,5919,365
1979,6200,365
1980,7484,366
1981,8261,365
1982,5172,365
1983,6125,365
1984,7671,366
1985,6192,365
1986,7438,365
1987,6473,365
1988,6253,366
1989,5567,365
1990,7492,365
1991,7757,365
1992,6783,366
1993,5401,365
1994,6968,365
1995,4835,365
1996,4648,366
1997,4658,304
1998,2164,122
1999,6000,365
2000,6687,366
2001,7574,365
2002,4879,365
2003,5896,365
2004,5341,366
2005,5275,365
2006,4636,365
2007,6066,365
2008,8226,366
2009,6632,365
2010,6665,365
2011,5554,365
2012,9508,366
2013,5283,365
2014,6878,365
2015,6998,365
2016,6183,366
2017,6498,365
2018,4783,365
2019,8911,365
2020,6161,366
2021,6246,365
2022,6067,365
2023,8731,365
2024,3458,244
