DATE,PRCP,TMAX,NROWS,MULT
1950,10333.0,,365,1.0
1951,11252.0,,365,1.088938352850092
1952,6144.0,,366,0.5460362602204053
1953,6063.0,,365,0.98681640625
1954,7659.0,,365,1.2632360217714003
1955,5227.0,,365,0.6824650737694216
1956,3407.0,,366,0.651807920413239
1957,8360.0,,365,2.453771646609921
1958,8431.0,,357,1.008492822966507
1959,7453.0,,365,0.8839995255604317
1960,7832.0,,366,1.050852005903663
1961,10092.0,,365,1.2885597548518897
1962,6489.0,,365,0.6429845422116528
1963,7142.0,,365,1.1006318384959162
1964,5666.0,,366,0.7933352002240269
1965,8288.0,,365,1.4627603247440875
1966,6018.0,,365,0.7261100386100386
1967,9286.0,,365,1.5430375540046528
1968,8381.0,,363,0.9025414602627612
1969,7711.0,,365,0.9200572724018613
1970,6879.0,,365,0.8921021916742317
1971,7762.0,,365,1.1283616804768135
1972,8527.0,,366,1.0985570729193508
1973,12148.0,,365,1.4246511082444002
1974,3951.0,,365,0.3252387224234442
1975,7200.0,,365,1.8223234624145785
1976,5698.0,,366,0.7913888888888889
1977,10048.0,,365,1.7634257634257635
1978,8740.0,,365,0.8698248407643312
1979,7791.0,,365,0.8914187643020595
1980,5504.0,,366,0.7064561673726094
1981,7335.0,,365,1.3326671511627908
1982,9489.0,,365,1.2936605316973415
1983,7584.0,,365,0.7992412266835283
1984,8520.0,,366,1.1234177215189873
1985,9222.0,,365,1.082394366197183
1986,9232.0,,365,1.001084363478638
1987,9241.0,,365,1.000974870017331
1988,4141.0,,366,0.44811167622551673
1989,6062.0,,365,1.4638976092731224
1990,7987.0,,365,1.3175519630484989
1991,4850.0,,365,0.6072367597345687
1992,8197.0,,366,1.6901030927835052
1993,12283.0,,365,1.4984750518482373
1994,7862.0,,365,0.6400716437352438
1995,8196.0,,365,1.0424828287967438
1996,8115.0,,366,0.9901171303074671
1997,5217.0,,365,0.6428835489833642
1998,7246.0,,365,1.3889208357293463
1999,5699.0,,365,0.7865028981507038
2000,5715.0,,366,1.0028075100894893
2001,9443.0,,365,1.6523184601924759
2002,5715.0,,365,0.6052102086201419
2003,6786.0,,365,1.1874015748031497
2004,6333.0,,365,0.9332449160035367
2005,8781.0,,365,1.3865466603505447
2006,7828.0,,365,0.8914702197927343
2007,11211.0,,365,1.4321665815022995
2008,8298.0,,366,0.7401659084827402
2009,7977.0,,365,0.9613159797541576
2010,9342.0,,365,1.171116961263633
2011,7539.0,,295,0.8070006422607579
2012,6604.0,,322,0.875978246451784
2013,7599.0,,280,1.1506662628709874
2014,5790.0,,335,0.7619423608369522
2015,8703.0,,339,1.5031088082901554
2016,7298.0,,348,0.8385614156038148
2017,6247.0,,326,0.855987941901891
2018,8191.0,,356,1.3111893708980311
2019,9863.0,,354,1.2041264802832377
2020,6403.0,,357,0.6491939572138294
