DATE,PRCP,TMAX,TMIN,NROWS,MULT
1950,4729.0,127.66666666666669,16.324528301886794,270,1.0
1951,8546.0,113.75068493150684,11.967123287671232,365,1.8071473884542186
1952,6822.0,127.25479452054796,22.071428571428573,366,0.7982681956470864
1953,7188.0,132.91780821917808,30.471232876712328,365,1.0536499560246262
1954,7850.0,119.9041095890411,19.791780821917808,365,1.0920979410127991
1955,5515.0,132.1123287671233,25.87945205479452,365,0.7025477707006369
1956,5754.0,116.71584699453553,12.37431693989071,366,1.0433363553943789
1957,7612.0,120.1945205479452,18.553424657534247,365,1.3229058046576294
1958,5507.0,120.11602209944752,11.35989010989011,365,0.7234629532317394
1959,8915.0,120.69315068493152,16.642857142857142,365,1.6188487379698566
1960,8814.0,119.3934426229508,16.103825136612024,366,0.9886707795849692
1961,7817.0,126.2,19.306849315068494,365,0.8868845019287497
1962,5998.0,117.26575342465752,13.52892561983471,365,0.7673020340283997
1963,6212.0,121.93956043956044,13.820936639118456,365,1.03567855951984
1964,7809.0,126.83333333333331,21.50546448087432,366,1.2570830650354152
1965,7650.0,113.88767123287673,12.41917808219178,365,0.9796388782174414
1966,5862.0,119.58126721763084,22.760330578512395,365,0.7662745098039215
1967,8202.0,116.18630136986302,10.550684931506847,365,1.399181166837257
1968,5482.0,105.6125,15.58082191780822,366,0.6683735674225798
1969,3279.0,120.75068493150684,16.50958904109589,365,0.5981393651951843
1970,8854.0,121.0109589041096,11.810958904109588,365,2.7002134797194266
1971,8118.0,121.07142857142856,6.6353591160221,365,0.9168737293878473
1972,8599.0,107.80054644808745,0.9754098360655736,366,1.059251047055925
1973,4823.0,127.36164383561643,32.06301369863014,365,0.5608791719967438
1974,6375.0,113.30225988700565,13.135593220338984,365,1.3217914161310387
1975,7099.0,119.1917808219178,17.87052341597796,365,1.1135686274509804
1976,4439.0,109.4593837535014,2.7937853107344632,358,0.6252993379349204
1977,7421.0,111.70359281437126,9.852852852852854,335,1.6717729218292408
1978,5110.0,95.6797385620915,-17.752808988764045,335,0.6885864438754885
1979,7829.0,117.01190476190476,16.53614457831325,365,1.5320939334637964
1980,5312.0,104.83835616438355,2.509695290858726,366,0.678503001660493
1981,5531.0,114.06593406593409,11.277008310249307,365,1.0412274096385543
1982,7090.0,95.77639751552796,-9.266467065868264,334,1.2818658470439341
1983,8396.0,116.58082191780822,19.005479452054796,365,1.1842031029619182
1984,8361.0,115.20571428571428,12.311475409836063,366,0.9958313482610767
1985,10290.0,102.0109589041096,5.019178082191781,365,1.230714029422318
1986,6720.0,110.0958904109589,11.10958904109589,365,0.6530612244897959
1987,7276.0,124.03013698630136,24.83013698630137,365,1.0827380952380952
1988,8082.0,114.9863387978142,9.53825136612022,366,1.1107751511819681
1989,6803.0,103.87945205479453,-3.441095890410959,365,0.8417470923038852
1990,8594.0,119.52328767123288,12.323287671232876,365,1.2632662060855504
1991,7928.0,120.74520547945204,18.22465753424657,365,0.9225040726087969
1992,7221.0,103.9344262295082,4.6256830601092895,366,0.9108224016145308
1993,7098.0,105.2931506849315,2.663013698630137,365,0.9829663481512256
1994,7234.0,120.08083832335328,9.173652694610778,334,1.0191603268526346
1995,9346.0,110.93388429752066,7.597796143250688,365,1.2919546585568151
1996,8735.0,102.31147540983606,-4.278688524590164,366,0.9346244382623582
1997,6560.0,108.5220994475138,-1.87292817679558,365,0.7510017172295363
1998,8042.0,132.0611111111111,33.28888888888889,365,1.2259146341463414
1999,6612.0,129.16164383561645,0.4986301369863014,365,0.822183536433723
2000,5959.0,118.69125683060108,9.730027548209366,366,0.9012401693889898
2001,9350.0,125.37808219178082,29.649315068493152,365,1.5690552106058064
2002,9667.0,113.56986301369864,23.016438356164382,365,1.033903743315508
2003,8086.0,107.46027397260274,9.945205479452056,365,0.8364539153822282
2004,8061.0,113.42896174863388,12.478142076502731,366,0.9969082364580757
2005,7210.0,125.06849315068492,19.153424657534245,365,0.8944299714675599
2006,8334.0,129.14520547945204,29.336986301369866,365,1.1558945908460472
2007,6591.0,125.57260273972602,20.350684931506848,365,0.790856731461483
2008,8291.0,113.53825136612022,11.153005464480874,366,1.257927476862388
2009,7585.0,100.95223880597015,-0.9373134328358208,335,0.9148474249185864
2010,8107.0,127.2082191780822,27.410958904109588,365,1.0688200395517469
2011,9635.0,116.63013698630137,19.26849315068493,365,1.1884790921425927
2012,8001.0,134.37704918032787,32.5655737704918,366,0.8304099636741048
2013,9053.0,108.9041095890411,8.449315068493151,365,1.1314835645544308
2014,8823.0,97.62465753424658,-6.517808219178082,365,0.9745940572186016
2015,7452.0,116.63013698630137,10.742465753424655,365,0.8446106766405984
2016,7713.0,126.9808219178082,31.389041095890413,365,1.035024154589372
2017,9508.0,116.64187327823691,25.395604395604398,365,1.2327239725139376
2018,7455.0,112.17260273972605,16.145205479452056,365,0.7840765671013883
2019,9430.0,103.83287671232875,6.715068493150685,365,1.2649228705566733
2020,9301.0,116.80054644808745,26.57103825136612,366,0.9863202545068929
