DATE,PRCP,NROWS
1907,9278.0,99
1908,3623.0,123
1909,15639.0,317
1910,11079.0,363
1911,14627.0,313
1912,16402.0,290
1913,10011.0,184
1914,6530.0,182
1915,6674.0,273
1916,7824.0,213
1917,8425.0,232
1918,11404.0,212
1927,10922.0,197
1928,16465.0,366
1977,9447.0,245
1978,11965.0,335
1979,17847.0,365
1980,9009.0,273
1981,16790.0,365
1982,11488.0,365
1983,9673.0,365
1984,12882.0,366
1985,17627.0,335
1986,15889.0,365
1987,13935.0,365
1988,17613.0,366
1989,15385.0,337
1990,13925.0,334
1991,10280.0,365
1992,9700.0,274
1993,9336.0,275
1994,8052.0,273
1995,11419.0,273
1996,13234.0,275
1997,8182.0,245
1998,22862.0,365
1999,17945.0,365
2000,16120.0,366
2001,17945.0,365
2002,17556.0,365
2003,21404.0,365
2004,21751.0,305
2005,15310.0,365
2006,13820.0,365
2007,8853.0,335
2008,15830.0,276
2009,11712.0,334
2010,13865.0,335
2011,14882.0,365
2012,9729.0,306
2013,11170.0,365
2014,13815.0,365
2015,9784.0,365
2016,13975.0,353
2017,14634.0,304
2018,7813.0,306
2019,12686.0,365
2020,13284.0,366
2021,12839.0,365
2022,15312.0,365
2023,13366.0,365
2024,11725.0,250
