DATE,PRCP,NROWS
1946,4528,245
1947,4501,345
1948,5017,322
1949,4720,365
1950,6356,365
1951,4359,365
1952,5279,366
1953,5042,365
1954,5182,365
1955,4482,363
1956,5347,366
1957,5700,365
1958,4518,365
1959,4539,365
1960,7575,366
1961,4670,365
1962,4601,365
1963,4415,365
1964,5302,366
1965,5380,365
1966,7226,365
1967,5204,365
1968,4094,366
1969,4664,365
1970,5554,365
1971,4490,365
1972,4878,366
1973,5189,365
1974,5600,365
1975,4388,365
1976,4819,366
1977,5381,365
1978,5701,365
1979,5714,365
1980,5499,366
1981,6574,334
1982,3675,303
1983,3456,185
1984,3436,122
1985,6853,365
1986,6397,365
1987,8523,365
1988,5712,366
1989,5594,365
1990,5227,365
1991,5331,365
1992,6303,366
1993,6702,365
1994,4734,365
1995,5996,365
1996,4739,366
1997,4839,365
1998,7246,365
1999,6083,365
2000,7639,366
2001,7604,365
2002,5604,365
2003,5182,365
2004,4831,366
2005,5943,365
2006,6658,365
2007,5558,365
2008,5719,366
2009,7382,365
2010,7496,365
2011,6825,365
2012,7845,366
2013,6015,365
2014,6562,365
2015,6258,365
2016,5426,366
2017,5151,365
2018,5091,365
2019,6717,365
2020,6371,366
2021,6839,365
2022,6968,365
2023,8775,365
2024,5644,244
