DATE,PRCP,NROWS
1964,4214,243
1965,5770,357
1966,5418,361
1967,6583,365
1968,5324,366
1969,6231,365
1970,5463,365
1971,4505,365
1972,4545,366
1973,4033,365
1974,4072,334
1975,3561,365
1976,3656,366
1977,6493,365
1978,5962,365
1979,2004,181
1980,5648,366
1981,5832,365
1982,4303,365
1983,4450,365
1984,5101,366
1985,6470,365
1986,4280,365
1987,4931,365
1988,6560,366
1989,4352,365
1990,6605,365
1991,4486,365
1992,4999,366
1993,5710,365
1994,5678,365
1995,7185,365
1996,4257,366
1997,6270,365
1998,6672,365
1999,5813,365
2000,6671,366
2001,5150,365
2002,5730,365
2003,6423,365
2004,5785,366
2005,5391,365
2006,5889,365
2007,7782,365
2008,6145,366
2009,5156,365
2010,6045,365
2011,6254,365
2012,7172,366
2013,4741,365
2014,6023,365
2015,6262,365
2016,4243,366
2017,5188,365
2018,4804,365
2019,6194,365
2020,5304,366
2021,5473,365
2022,4932,365
2023,7484,365
2024,5105,244
